id,code,name,alias
a9d0256a1e6d4528ac8032abf2c0ac09,1,Wajib,WJB
1bc51cd049c6463f86031968f2370e6d,3,Wajib Peminatan,WPM
7a34fa408d6e41beb64b840053f3f521,4,Pilihan Peminatan,PMT
8c9207818e0e43ecbe596de93b35c436,2,Pilihan,PLH
6283d77da5d6441b9136beda39323a51,5,Penelitian,PNL
